,AGENCY,PDATE,DDATE,LOR,MIN_DAILY_FARE,AVG_DAILY_FARE,MONTH_PDATE,DAY_PDATE
26634,ZE,2019-07-12,2019-07-15,3,52.23333333,96.346933617939,07,12
17805,ET,2019-07-12,2019-07-16,4,51.365,89.064030120482,07,12
24826,AL,2019-07-12,2019-07-15,3,46.12,87.53628635349001,07,12
17806,ZI,2019-07-12,2019-07-16,4,79.235,99.056786616162,07,12
14230,AL,2019-07-12,2019-07-20,8,50.5675,72.854399390244,07,12
19641,AL,2019-07-12,2019-07-16,4,45.86,83.24540145985401,07,12
17719,ZI,2019-07-12,2019-07-19,7,62.43,89.831682777744,07,12
17720,ZT,2019-07-12,2019-07-20,8,44.9325,74.149224137931,07,12
17721,ET,2019-07-12,2019-07-20,8,56.63625,78.145155867971,07,12
19540,ZL,2019-07-12,2019-07-17,5,107.516,133.772347504621,07,12
19541,ZE,2019-07-12,2019-07-17,5,59.526,114.095603729604,07,12
14218,ZD,2019-07-12,2019-07-18,6,69.43,90.541795531392,07,12
26677,ZD,2019-07-12,2019-07-14,2,74.225,89.50131403118,07,12
26675,ZL,2019-07-12,2019-07-14,2,95.115,114.531359649123,07,12
17830,AL,2019-07-12,2019-07-18,6,67.85833333,86.39070781960501,07,12
14287,ZT,2019-07-12,2019-08-11,30,28.11466667,35.607078787636,07,12
17781,AL,2019-07-12,2019-07-13,1,49.14,86.75671679198,07,12
25127,ZI,2019-07-12,2019-07-17,5,86.744,125.12791015625,07,12
25126,ET,2019-07-12,2019-07-17,5,83.4,110.90249905482,07,12
19638,ZL,2019-07-12,2019-08-11,30,41.52633333,42.150364894379,07,12
14248,ZL,2019-07-12,2019-07-19,7,77.02,93.716378916551,07,12
14249,ZT,2019-07-12,2019-07-19,7,45.60428571,72.227368805077,07,12
14250,ZR,2019-07-12,2019-07-19,7,45.60428571,71.910502916811,07,12
14181,ZL,2019-07-12,2019-07-16,4,94.56,106.17554611650499,07,12
14251,ZE,2019-07-12,2019-07-19,7,49.64428571,81.738298687678,07,12
17722,ZE,2019-07-12,2019-07-20,8,47.65625,78.9566224631,07,12
26676,ZT,2019-07-12,2019-07-14,2,49.145,80.575305010893,07,12
14217,ZT,2019-07-12,2019-07-18,6,38.79,79.844216171312,07,12
19602,ET,2019-07-12,2019-07-21,9,45.47,75.05808252315501,07,12
17626,ZI,2019-07-12,2019-07-14,2,79.235,106.160571748879,07,12
24776,ZT,2019-07-12,2019-07-15,3,46.11333333,80.783119777047,07,12
25194,ZE,2019-07-12,2019-07-13,1,50.93,96.662627332325,07,12
19756,ZI,2019-07-12,2019-07-20,8,63.3675,82.82393685567,07,12
14099,ZD,2019-07-12,2019-07-17,5,82.988,107.37359765625,07,12
19178,ZL,2019-07-12,2019-07-15,3,94.55,114.239721473827,07,12
17801,ZE,2019-07-12,2019-08-11,30,37.216,39.736221438127,07,12
24775,ZR,2019-07-12,2019-07-15,3,46.12333333,82.460812441421,07,12
17802,AL,2019-07-12,2019-08-11,30,36.19633333,37.112269757680004,07,12
26740,ZE,2019-07-12,2019-07-14,2,49.23,96.492502131287,07,12
15734,ET,2019-07-12,2019-07-15,3,51.65333333,92.309308942791,07,12
14216,ZI,2019-07-12,2019-07-18,6,72.56166667,101.834317010464,07,12
17627,ZR,2019-07-12,2019-07-14,2,49.155,80.53458785249501,07,12
14052,ET,2019-07-13,2019-07-15,2,52.33,93.464603729604,07,13
23306,ZD,2019-07-13,2019-07-22,9,61.25111111,75.615337201294,07,13
26107,ZD,2019-07-13,2019-07-14,1,75.48,75.48,07,13
16014,AL,2019-07-13,2019-07-16,3,43.47,85.600056577115,07,13
17486,ZT,2019-07-13,2019-07-16,3,31.33333333,84.18983026901,07,13
23305,ZE,2019-07-13,2019-07-22,9,45.22444444,80.371547690789,07,13
14051,AL,2019-07-13,2019-07-15,2,46.575,87.326088992974,07,13
21390,ZT,2019-07-13,2019-07-21,8,38.36125,73.85895320197,07,13
19571,ET,2019-07-13,2019-08-12,30,36.198,37.477394246294,07,13
15930,ZT,2019-07-13,2019-07-17,4,31.33,78.257225609756,07,13
14100,ZI,2019-07-13,2019-07-17,4,81.74,100.918653846154,07,13
19572,ZT,2019-07-13,2019-08-12,30,32.51866667,35.642329965707,07,13
19386,ZL,2019-07-13,2019-07-15,2,102.975,112.05707259953199,07,13
21437,ZI,2019-07-13,2019-07-16,3,79.23333333,100.298579626098,07,13
14252,ZT,2019-07-13,2019-07-20,7,38.68142857,72.534078112906,07,13
15931,ZL,2019-07-13,2019-07-17,4,94.2475,106.20432038834998,07,13
19387,ZT,2019-07-13,2019-07-15,2,41.71,80.230255220418,07,13
14340,ZT,2019-07-13,2019-07-19,6,31.88666667,76.694195689652,07,13
23298,ZR,2019-07-13,2019-07-17,4,31.4375,77.625632678133,07,13
15952,ZE,2019-07-13,2019-08-12,30,34.95533333,39.205185832474,07,13
23230,AL,2019-07-13,2019-07-18,5,75.472,102.905,07,13
25232,ET,2019-07-13,2019-07-16,3,48.68666667,91.005323876908,07,13
23229,ZT,2019-07-13,2019-07-18,5,38.006,96.046205323194,07,13
17707,AL,2019-07-13,2019-07-17,4,40.64,81.838198795181,07,13
17708,ZE,2019-07-13,2019-07-17,4,45.965,88.67010170293301,07,13
16047,ET,2019-07-13,2019-07-20,7,58.19285714,79.522487029007,07,13
25180,ZR,2019-07-13,2019-07-22,9,37.76222222,66.70589108854,07,13
25155,AL,2019-07-13,2019-08-12,30,36.19633333,37.08085448264,07,13
27133,ZD,2019-07-13,2019-07-20,7,59.03142857,77.34646241608499,07,13
25181,ZT,2019-07-13,2019-07-22,9,37.71888889,66.61616336653499,07,13
25254,ZI,2019-07-13,2019-07-21,8,61.76125,86.16135519802,07,13
21389,ZL,2019-07-13,2019-07-21,8,74.59625,96.170634014423,07,13
21407,ZL,2019-07-13,2019-07-18,5,109.648,134.31166030534402,07,13
21406,ET,2019-07-13,2019-07-18,5,84.528,111.04520300751899,07,13
23238,ZL,2019-07-13,2019-07-19,6,94.70166667,109.44093567338301,07,13
23254,ZE,2019-07-13,2019-07-16,3,45.96333333,94.45026782457701,07,13
19542,ET,2019-07-13,2019-07-17,4,45.5175,87.267010739857,07,13
23253,ZL,2019-07-13,2019-07-16,3,94.22,112.515664767764,07,13
21417,ZE,2019-07-13,2019-07-19,6,46.39,95.82567871063499,07,13
25128,ZD,2019-07-13,2019-07-17,4,69.2225,90.66144375,07,13
25182,AL,2019-07-13,2019-07-22,9,52.12888889,71.888877995613,07,13
23228,ZI,2019-07-13,2019-07-18,5,86.744,130.89282745098,07,13
25277,ZE,2019-07-13,2019-07-20,7,40.00857143,80.75963458069499,07,13
19603,ZI,2019-07-13,2019-07-22,9,61.24,84.4192730799,07,13
17388,ZR,2019-07-13,2019-07-18,5,38.006,96.57653992395399,07,13
15979,ET,2019-07-13,2019-07-14,1,49.79,90.410154028436,07,13
16048,ZL,2019-07-13,2019-07-20,7,80.77,95.399019679541,07,13
25365,ET,2019-07-13,2019-07-19,6,77.34833333,94.972622001117,07,13
26987,ZR,2019-07-13,2019-08-12,30,31.972,35.561486532525,07,13
25364,ZD,2019-07-13,2019-07-19,6,68.59666667,88.78530265353201,07,13
16121,ZR,2019-07-13,2019-07-19,6,31.88833333,76.22142205659199,07,13
19651,ZD,2019-07-13,2019-07-16,3,69.22333333,91.16657074410101,07,13
23178,ZR,2019-07-13,2019-07-20,7,38.68285714,70.877204968768,07,13
17837,AL,2019-07-13,2019-07-21,8,48.215,73.179816625917,07,13
26980,ZE,2019-07-13,2019-07-18,5,55.408,116.77993254902,07,13
19738,AL,2019-07-13,2019-07-19,6,68.78333333,87.384078282045,07,13
14205,ZR,2019-07-13,2019-07-16,3,31.44,85.621220791345,07,13
16142,ZI,2019-07-13,2019-07-19,6,72.56166667,106.87158789435301,07,13
14297,ZR,2019-07-13,2019-07-21,8,38.3925,74.357632389163,07,13
14163,ZL,2019-07-13,2019-07-14,1,95.47,107.53234741784,07,13
17777,ET,2019-07-13,2019-07-22,9,58.48444444,75.736230936667,07,13
17776,ZL,2019-07-13,2019-07-22,9,74.07555556,95.89225563927299,07,13
17782,ZR,2019-07-13,2019-07-14,1,41.72,82.032093301435,07,13
21638,ZL,2019-07-13,2019-08-12,30,41.4,42.185812717113,07,13
23177,ZI,2019-07-13,2019-07-20,7,62.43,91.429205557481,07,13
15883,ZE,2019-07-13,2019-07-15,2,43.785,92.338526871401,07,13
14231,ZE,2019-07-13,2019-07-21,8,42.60875,83.204415499124,07,13
21394,AL,2019-07-13,2019-07-14,1,44.43,84.532882562278,07,13
14129,ZI,2019-07-13,2019-08-12,30,35.26833333,40.559151514646004,07,13
25278,AL,2019-07-13,2019-07-20,7,51.95857143,73.21561026400501,07,13
21405,ZD,2019-07-13,2019-07-18,5,81.988,106.505741176471,07,13
23206,ET,2019-07-13,2019-07-21,8,54.0025,78.49217153284701,07,13
27109,ZD,2019-07-13,2019-07-21,8,60.905,75.81133838383799,07,13
23331,ZD,2019-07-13,2019-07-15,2,75.48,91.901505882353,07,13
15885,ZR,2019-07-13,2019-07-15,2,41.705,81.03743559719,07,13
17876,ZD,2019-07-13,2019-08-12,30,35.60233333,37.761770174842,07,13
19617,ZI,2019-07-13,2019-07-14,1,79.23,100.575845238095,07,13
23210,ZE,2019-07-13,2019-07-14,1,43.8,94.023602875112,07,13
15884,ZI,2019-07-13,2019-07-15,2,79.235,103.752328605201,07,13
19618,ZT,2019-07-13,2019-07-14,1,41.71,80.891949760766,07,13
23239,AL,2019-07-14,2019-07-15,1,61.04,95.785767634855,07,14
14137,ZE,2019-07-14,2019-07-16,2,62.335,94.565773854245,07,14
17778,ZE,2019-07-14,2019-07-23,9,47.31777778,82.896352967631,07,14
17759,ZE,2019-07-14,2019-07-15,1,55.94,98.14491368680599,07,14
14114,ZT,2019-07-14,2019-07-19,5,30.082,92.62616600790501,07,14
15955,ZR,2019-07-14,2019-07-15,1,31.44,90.094479452055,07,14
14288,AL,2019-07-14,2019-08-13,30,36.19633333,37.128240548402,07,14
17779,ZR,2019-07-14,2019-07-23,9,37.81333333,69.220334740152,07,14
17723,ET,2019-07-14,2019-07-21,7,64.38857143,78.631049490909,07,14
21438,ZL,2019-07-14,2019-07-17,3,102.98333333,112.73204255140399,07,14
27110,ZI,2019-07-14,2019-07-22,8,61.76125,84.863159547739,07,14
14136,ZL,2019-07-14,2019-07-16,2,102.985,108.791090604027,07,14
14341,ZL,2019-07-14,2019-07-20,6,89.535,109.668589432024,07,14
25279,AL,2019-07-14,2019-07-21,7,57.49,74.170743000402,07,14
25367,ZE,2019-07-14,2019-07-20,6,46.39,99.110945195963,07,14
25255,ET,2019-07-14,2019-07-22,8,55.965,78.466624381188,07,14
21483,ZT,2019-07-14,2019-07-23,9,38.04,69.28366244797499,07,14
25366,ET,2019-07-14,2019-07-20,6,72.985,93.819714639553,07,14
21439,ET,2019-07-14,2019-07-17,3,57.08333333,96.413209168811,07,14
21468,ZT,2019-07-14,2019-07-18,4,31.33,85.216969309463,07,14
21467,AL,2019-07-14,2019-07-16,2,52.12,94.774916805324,07,14
14130,ZT,2019-07-14,2019-08-13,30,32.51866667,35.792263604694,07,14
23231,AL,2019-07-14,2019-07-22,8,55.96625,73.590944513716,07,14
25233,ZE,2019-07-14,2019-07-17,3,69.07,101.091633944051,07,14
21466,ET,2019-07-14,2019-07-16,2,58.525,98.14,07,14
14135,ZT,2019-07-14,2019-07-15,1,31.33,90.51177838577298,07,14
15971,ZI,2019-07-14,2019-07-23,9,61.24,83.558742085052,07,14
21442,ZD,2019-07-14,2019-07-20,6,65.05166667,85.347868123835,07,14
25234,ZI,2019-07-14,2019-07-17,3,94.25333333,101.520443103505,07,14
14101,ET,2019-07-14,2019-07-18,4,68.425,100.566704834606,07,14
17475,ZR,2019-07-14,2019-07-19,5,30.182,92.73614229249,07,14
27021,ET,2019-07-14,2019-07-23,9,61.23111111,77.156265432929,07,14
27020,AL,2019-07-14,2019-07-23,9,59.40444444,73.158133220957,07,14
17709,ZI,2019-07-14,2019-07-18,4,96.76,102.40954365079399,07,14
17780,ZL,2019-07-14,2019-07-23,9,70.56111111,94.73759722305,07,14
17838,ZR,2019-07-14,2019-07-22,8,48.58625,75.620922693267,07,14
17819,ZT,2019-07-14,2019-07-17,3,32.12333333,90.319399224041,07,14
26996,ZT,2019-07-14,2019-07-16,2,31.335,85.649701365188,07,14
26995,ET,2019-07-14,2019-07-15,1,58.81,100.283604336043,07,14
27230,AL,2019-07-14,2019-07-20,6,64.9,87.49451077995,07,14
14232,ZT,2019-07-14,2019-07-22,8,48.565,75.663787406484,07,14
16051,ZT,2019-07-14,2019-07-21,7,25.93,72.499946695,07,14
26994,ZD,2019-07-14,2019-07-15,1,75.48,95.76871830985901,07,14
27231,ZR,2019-07-14,2019-07-20,6,25.37,75.338600324029,07,14
26988,ZI,2019-07-14,2019-08-13,30,35.26833333,40.616130952092,07,14
26981,ZE,2019-07-14,2019-07-19,5,55.408,120.73385910652901,07,14
19652,ZD,2019-07-14,2019-07-17,3,64.21666667,95.49661226591999,07,14
14206,ZR,2019-07-14,2019-07-17,3,32.13,91.55735365227899,07,14
19681,ZR,2019-07-14,2019-07-21,7,25.93,72.247583511592,07,14
19682,ZI,2019-07-14,2019-07-21,7,62.43,93.57864250194,07,14
26967,AL,2019-07-14,2019-07-18,4,61.0925,97.34807840617,07,14
21615,ZE,2019-07-14,2019-08-13,30,34.95533333,40.048646552457,07,14
19742,ZR,2019-07-14,2019-08-13,30,32.519,35.841091837194,07,14
21616,ET,2019-07-14,2019-08-13,30,36.198,38.034253052880004,07,14
19639,ZL,2019-07-14,2019-08-13,30,40.85833333,42.73501036342,07,14
16050,ZD,2019-07-14,2019-07-21,7,55.99285714,75.072686568184,07,14
19543,ZD,2019-07-14,2019-07-18,4,75.48,94.830803108808,07,14
19604,ZD,2019-07-14,2019-07-23,9,61.25111111,74.614081749585,07,14
23255,AL,2019-07-14,2019-07-17,3,52.53333333,97.782497583551,07,14
23256,ZT,2019-07-14,2019-07-20,6,25.285,75.233843042597,07,14
23257,ZI,2019-07-14,2019-07-20,6,72.56166667,108.459033171772,07,14
16028,ZE,2019-07-14,2019-07-22,8,48.6325,80.73145381836899,07,14
25165,ZD,2019-07-14,2019-07-16,2,75.48,96.99800505050501,07,14
25164,ZR,2019-07-14,2019-07-16,2,31.44,85.443148464164,07,14
16049,ZL,2019-07-14,2019-07-21,7,77.80285714,96.309857518005,07,14
25162,ZI,2019-07-14,2019-07-15,1,79.23,103.50208151382799,07,14
16029,ZL,2019-07-14,2019-07-22,8,64.88625,93.77563291139201,07,14
25156,ZD,2019-07-14,2019-08-13,30,34.434,37.734505101633,07,14
15945,ZD,2019-07-14,2019-07-19,5,77.732,102.792776,07,14
15944,ET,2019-07-14,2019-07-19,5,88.736,111.57861296660101,07,14
25147,ZL,2019-07-14,2019-07-19,5,107.128,134.450330058939,07,14
25163,ZI,2019-07-14,2019-07-16,2,88.92,103.138153710247,07,14
19544,ZL,2019-07-14,2019-07-18,4,103.4125,112.848350383632,07,14
14253,ZE,2019-07-14,2019-07-21,7,45.03142857,85.031504295933,07,14
25146,AL,2019-07-14,2019-07-19,5,79.23,104.576382066277,07,14
23299,ZE,2019-07-14,2019-07-18,4,60.0875,97.51642167382,07,14
19559,ZI,2019-07-14,2019-07-19,5,86.744,132.64736326530598,07,14
19576,ZL,2019-07-14,2019-07-15,1,95.82,105.423849315068,07,14
16030,ZD,2019-07-14,2019-07-22,8,59.0775,73.899032663317,07,14
19545,ZR,2019-07-14,2019-07-18,4,31.4375,86.26524872449,07,14
13714,ET,2019-07-15,2019-07-22,7,63.10142857,78.827822177739,07,15
17489,ZI,2019-07-15,2019-07-20,5,97.008,136.091316504854,07,15
22904,ZL,2019-07-15,2019-07-18,3,95.48,116.282749616014,07,15
22905,ZD,2019-07-15,2019-07-18,3,75.47666667,96.44315420584101,07,15
22906,ZE,2019-07-15,2019-07-22,7,48.02571429,86.353669712519,07,15
22907,ZL,2019-07-15,2019-07-22,7,75.56,97.303057346722,07,15
22911,ZT,2019-07-15,2019-07-19,4,31.33,84.50117132867099,07,15
13744,ZT,2019-07-15,2019-07-17,2,31.335,88.61276699029101,07,15
22912,ZL,2019-07-15,2019-07-19,4,89.5325,106.53140697674401,07,15
15572,ZT,2019-07-15,2019-07-18,3,31.33333333,93.452916665972,07,15
13715,ZD,2019-07-15,2019-07-22,7,61.71571429,76.47353919361,07,15
15640,ZR,2019-07-15,2019-07-19,4,31.4375,83.870215617716,07,15
19226,ET,2019-07-15,2019-07-20,5,83.922,111.539500904159,07,15
15607,ZR,2019-07-15,2019-07-22,7,34.47714286,73.631614186404,07,15
19200,ZE,2019-07-15,2019-07-24,9,47.88111111,85.862236327539,07,15
13719,ZR,2019-07-15,2019-07-20,5,30.728,98.366033271719,07,15
17346,AL,2019-07-15,2019-07-16,1,61.71,93.688290441176,07,15
22981,ZR,2019-07-15,2019-07-21,6,25.37,78.358205127855,07,15
19179,ZT,2019-07-15,2019-07-20,5,30.726,99.57302010968901,07,15
13716,ZT,2019-07-15,2019-07-23,8,48.825,74.389007701422,07,15
20998,ZT,2019-07-15,2019-07-21,6,25.82166667,78.58662781689999,07,15
26690,AL,2019-07-15,2019-07-23,8,47.08125,72.251810446009,07,15
23385,ZD,2019-07-15,2019-07-23,8,59.42875,74.24650297619,07,15
23384,ZE,2019-07-15,2019-07-23,8,49.9925,85.961445812808,07,15
13873,ZD,2019-07-15,2019-07-17,2,75.48,97.83547146402,07,15
17628,ZT,2019-07-15,2019-07-22,7,34.47571429,74.943704318186,07,15
21241,ZL,2019-07-15,2019-07-20,5,84.504,136.58842047532,07,15
21247,ZE,2019-07-15,2019-07-18,3,58.40333333,104.630595237944,07,15
17639,AL,2019-07-15,2019-07-18,3,48.77333333,92.180388499744,07,15
17640,ET,2019-07-15,2019-07-18,3,54.63,93.266681921808,07,15
26897,ZD,2019-07-15,2019-08-14,30,34.434,37.438109346402,07,15
24904,ZE,2019-07-15,2019-07-16,1,58.4,108.166815008726,07,15
13861,ZE,2019-07-15,2019-07-19,4,58.3975,96.443982673267,07,15
24925,ZD,2019-07-15,2019-07-20,5,81.988,104.951189189189,07,15
24927,ET,2019-07-15,2019-07-23,8,52.7325,77.47400473933601,07,15
24931,ZE,2019-07-15,2019-07-17,2,58.405,97.753758241758,07,15
24942,AL,2019-07-15,2019-07-19,4,47.7825,90.31944124424,07,15
24960,ZL,2019-07-15,2019-07-24,9,61.61333333,94.95943511841699,07,15
26847,ZR,2019-07-15,2019-07-17,2,31.44,87.775012135922,07,15
24868,ZD,2019-07-15,2019-07-19,4,75.48,94.15498826291099,07,15
24850,AL,2019-07-15,2019-07-20,5,76.96,106.066808823529,07,15
24844,ZR,2019-07-15,2019-07-18,3,31.44,89.70778554699301,07,15
15870,ZR,2019-07-15,2019-07-24,9,40.15777778,66.520691417821,07,15
21002,ZI,2019-07-15,2019-07-23,8,69.715,90.46769642857099,07,15
21026,ZE,2019-07-15,2019-07-20,5,61.614,122.010985915493,07,15
20996,ZL,2019-07-15,2019-07-17,2,89.53,109.76479905437401,07,15
21044,ZI,2019-07-15,2019-07-17,2,83.0,105.560263819095,07,15
21045,ET,2019-07-15,2019-07-24,9,45.54666667,75.872385465047,07,15
21047,ET,2019-07-15,2019-07-21,6,74.86666667,94.248139984524,07,15
20995,AL,2019-07-15,2019-07-17,2,57.21,93.23316279069799,07,15
20992,ZI,2019-07-15,2019-07-22,7,75.84,95.16048863152001,07,15
13961,ZI,2019-07-15,2019-07-16,1,90.51,112.75785850860399,07,15
24767,ET,2019-07-15,2019-07-16,1,69.1,95.210408163265,07,15
23490,ZL,2019-07-15,2019-08-14,30,42.31833333,42.759643861842,07,15
21130,ZD,2019-07-15,2019-07-24,9,58.90555556,74.559091906815,07,15
21132,ZR,2019-07-15,2019-07-23,8,48.71125,76.04778341288801,07,15
23415,ZL,2019-07-15,2019-07-23,8,61.26125,95.850017985612,07,15
21167,ET,2019-07-15,2019-07-19,4,53.515,91.529454022989,07,15
24816,ZR,2019-07-15,2019-07-16,1,35.06,93.12639622641501,07,15
21201,ZT,2019-07-15,2019-08-14,30,31.972,35.674828923333,07,15
15869,ZI,2019-07-15,2019-07-24,9,69.19555556,88.91513031563,07,15
24768,ZL,2019-07-15,2019-07-16,1,89.54,119.917564575646,07,15
26846,ET,2019-07-15,2019-07-17,2,64.095,94.899707943925,07,15
24941,ZI,2019-07-15,2019-07-19,4,89.26,106.497159624413,07,15
20997,AL,2019-07-15,2019-07-21,6,64.395,87.771151162907,07,15
19466,ZR,2019-07-15,2019-08-14,30,33.505,36.617719577143,07,15
14072,ZE,2019-07-15,2019-08-14,30,34.95533333,40.658515151488,07,15
26757,ZE,2019-07-15,2019-07-21,6,55.81333333,100.56134462120501,07,15
23307,AL,2019-07-15,2019-07-24,9,46.96111111,72.128046812809,07,15
26699,ZD,2019-07-15,2019-07-21,6,68.59666667,87.718585858834,07,15
19294,ZT,2019-07-15,2019-07-16,1,35.06,93.180203327172,07,15
17695,AL,2019-07-15,2019-08-14,30,35.92966667,37.021807485294,07,15
26753,ZI,2019-07-15,2019-07-18,3,82.99666667,105.988594846768,07,15
19361,ZI,2019-07-15,2019-07-21,6,81.115,111.193104118881,07,15
25093,ZI,2019-07-15,2019-08-14,30,35.26833333,40.93327689709,07,15
26758,ZL,2019-07-15,2019-07-21,6,70.68166667,112.24217798690901,07,15
19272,AL,2019-07-15,2019-07-22,7,56.34,74.130646651663,07,15
26762,ZD,2019-07-15,2019-07-16,1,86.75,98.462015209125,07,15
14036,ZT,2019-07-15,2019-07-24,9,40.14222222,65.553529254444,07,15
25094,ET,2019-07-15,2019-08-14,30,35.931,37.576428069789,07,15
19647,ZL,2019-07-16,2019-07-22,6,95.25833333,112.42310548531601,07,16
21470,ET,2019-07-16,2019-07-18,2,69.3,95.08051212938,07,16
21471,ZR,2019-07-16,2019-07-18,2,31.44,86.313639896373,07,16
21472,ZI,2019-07-16,2019-07-18,2,88.0,104.72200276243099,07,16
19663,ZI,2019-07-16,2019-07-24,8,70.6125,90.064265463918,07,16
17783,ZR,2019-07-16,2019-07-25,9,42.28222222,68.182019690785,07,16
15980,ZL,2019-07-16,2019-07-25,9,80.29555556,99.393794109003,07,16
17724,AL,2019-07-16,2019-07-23,7,57.49571429,73.874496547048,07,16
21501,ZT,2019-07-16,2019-07-22,6,25.285,77.118194082872,07,16
21121,AL,2019-07-16,2019-07-17,1,61.87,94.511604938272,07,16
21510,ZL,2019-07-16,2019-07-21,5,104.836,137.177423001949,07,16
21469,ZT,2019-07-16,2019-07-18,2,31.335,86.63714470284201,07,16
15973,ET,2019-07-16,2019-07-23,7,64.39714286,78.595148733085,07,16
21511,AL,2019-07-16,2019-07-21,5,77.77,105.119430232558,07,16
21512,ZR,2019-07-16,2019-07-21,5,30.182,95.227801192843,07,16
21500,AL,2019-07-16,2019-07-22,6,66.39833333,87.823891686902,07,16
15974,ZD,2019-07-16,2019-07-23,7,59.03142857,75.294160000053,07,16
15906,ET,2019-07-16,2019-08-15,30,35.93966667,37.060231329071,07,16
19645,ZD,2019-07-16,2019-07-22,6,68.59666667,86.87068062725099,07,16
21569,ET,2019-07-16,2019-07-20,4,69.3025,94.2429,07,16
17767,ZL,2019-07-16,2019-07-18,2,94.22,107.282028423773,07,16
16033,ET,2019-07-16,2019-07-24,8,59.25375,78.794146262887,07,16
19619,ET,2019-07-16,2019-07-25,9,58.60777778,76.256049061481,07,16
16032,ZD,2019-07-16,2019-07-24,8,54.785,72.94101190476201,07,16
16031,ZE,2019-07-16,2019-07-24,8,54.6825,85.030271100427,07,16
19546,ZL,2019-07-16,2019-07-20,4,94.8125,113.29021197007499,07,16
16027,ZD,2019-07-16,2019-07-21,5,81.988,104.646704453441,07,16
19469,ZT,2019-07-16,2019-08-15,30,32.51866667,35.111725487754,07,16
21202,ZL,2019-07-16,2019-08-15,30,42.10933333,42.526912186398,07,16
19468,ET,2019-07-16,2019-07-17,1,69.28,95.695975359343,07,16
17813,ZR,2019-07-16,2019-07-22,6,25.37,77.358051890633,07,16
19467,ZE,2019-07-16,2019-07-17,1,62.44,102.974252978918,07,16
16002,ZE,2019-07-16,2019-07-19,3,61.88,101.36930655664301,07,16
17710,ZI,2019-07-16,2019-07-20,4,87.9975,106.2685,07,16
19642,ZD,2019-07-16,2019-07-19,3,84.24333333,96.134482159191,07,16
19607,ZE,2019-07-16,2019-07-23,7,49.25714286,84.981072880163,07,16
17808,ZT,2019-07-16,2019-07-19,3,31.33333333,90.22510656468,07,16
17807,ET,2019-07-16,2019-07-19,3,69.28666667,94.66482128,07,16
21418,AL,2019-07-16,2019-07-19,3,61.87666667,93.298409475812,07,16
17814,ZE,2019-07-16,2019-07-22,6,57.21333333,100.057883161639,07,16
19646,ET,2019-07-16,2019-07-22,6,74.86666667,94.281538790205,07,16
23332,ZD,2019-07-16,2019-07-17,1,85.49,97.691704781705,07,16
23263,ZT,2019-07-16,2019-07-24,8,54.785,74.157685897436,07,16
25097,ZE,2019-07-16,2019-08-15,30,34.95533333,38.747872108531,07,16
23330,ZI,2019-07-16,2019-07-22,6,89.25,110.991434820656,07,16
23340,ZI,2019-07-16,2019-07-21,5,106.772,134.51239034205202,07,16
25096,ZR,2019-07-16,2019-08-15,30,32.519,35.248693403957,07,16
25095,ZI,2019-07-16,2019-07-17,1,87.99,110.260357894737,07,16
26900,ZT,2019-07-16,2019-07-17,1,31.84,94.73195473250999,07,16
26899,ZR,2019-07-16,2019-07-17,1,31.83,96.197055214724,07,16
27035,ZE,2019-07-16,2019-07-25,9,53.47222222,86.993052825491,07,16
14165,AL,2019-07-16,2019-07-25,9,52.84555556,71.811891737282,07,16
26898,ZL,2019-07-16,2019-07-17,1,95.82,115.58597979798,07,16
23373,ZE,2019-07-16,2019-07-20,4,59.1425,103.597350936968,07,16
23179,ZI,2019-07-16,2019-07-23,7,76.73428571,95.172725564737,07,16
14102,AL,2019-07-16,2019-07-20,4,61.875,92.532180451128,07,16
14233,ZL,2019-07-16,2019-07-24,8,75.255,97.45126963350799,07,16
27066,ZI,2019-07-16,2019-07-19,3,87.99666667,101.89269129313999,07,16
23491,ZD,2019-07-16,2019-08-15,30,34.434,37.382552583636,07,16
14141,AL,2019-07-16,2019-07-18,2,61.87,93.648057065217,07,16
14142,ZE,2019-07-16,2019-07-18,2,62.445,98.54865497076,07,16
14183,ZR,2019-07-16,2019-07-19,3,31.44,90.241413612696,07,16
23180,ZR,2019-07-16,2019-07-23,7,24.41857143,72.17803428621299,07,16
14182,ZL,2019-07-16,2019-07-19,3,95.19,114.253197969112,07,16
26901,AL,2019-07-16,2019-08-15,30,35.94033333,36.651206958297,07,16
26902,ZI,2019-07-16,2019-08-15,30,35.26833333,40.099408200481,07,16
14166,ZT,2019-07-16,2019-07-25,9,42.26333333,66.27542053511401,07,16
26969,ZD,2019-07-16,2019-07-20,4,77.9825,94.525745073892,07,16
25185,ZT,2019-07-16,2019-07-23,7,24.41857143,72.35823747587,07,16
26970,ZR,2019-07-16,2019-07-20,4,31.4375,84.85461875,07,16
23282,ZI,2019-07-16,2019-07-25,9,70.09,89.25386298228001,07,16
25256,ZR,2019-07-16,2019-07-24,8,54.785,77.76589423076899,07,16
25172,ZD,2019-07-16,2019-07-18,2,93.005,97.76358516483499,07,16
25257,AL,2019-07-16,2019-07-24,8,52.90375,74.719469895288,07,16
25196,ZD,2019-07-16,2019-07-25,9,63.20666667,75.43676556117799,07,16
27023,ZL,2019-07-16,2019-07-23,7,76.51857143,95.54689010910299,07,16
25148,ZE,2019-07-16,2019-07-21,5,68.396,121.9676375,07,16
